SalesOrderId,UserId,ProductId,Rating,Timestamp
290,A38L32Q21P5T95,604113449X,5,1391644800
291,A3ILSW0GC00YY,604113449X,5,1396915200
292,A1NRLEB0KOB65O,6041134511,5,1391644800
293,A38L32Q21P5T95,6041134511,5,1391644800
294,AJ8114KFKVCHX,6053640972,1,1376265600
295,ANLSZ40VRRB21,6117036094,5,1400457600
296,A2U1PYP2Q7BUB2,6117043058,1,1371945600
297,A024581134CV80ZBLIZTZ,6152000416,5,1356739200
298,ABLW2M2R7VQIA,6152000416,2,1362787200
299,A294IJJRMVOBSE,6162071103,2,1371945600
300,A3FPJWX0GHJCCG,6162071103,4,1392336000
301,A5UQ98GXX7T47,6162071103,5,1391385600
302,A13G2YWZQ3522K,6162751473,5,1378684800
303,A1Q3W2FX8LKH19,6162751473,5,1392681600
304,A13UXDADSBZ0NV,6162751473,5,1368144000
305,AY25UTTDNJ5SX,6165151329,2,1405036800
306,A2W470AYOQCZZ9,6165290582,3,1403049600
307,A95LEWENLGMHH,6165290582,5,1391040000
308,A30HUW0YSPL6N,6165290582,4,1399680000
309,A9E7CTWB6KFTK,6165290582,1,1380844800
310,A3MNCA0VED4SQD,6167061580,4,1405123200
311,A1GLIRME0V0J4Z,6167061580,5,1405209600
312,A20BE32WVZFXAF,6169040335,5,1400976000
313,AYFZQPNEVSFMD,6175005570,5,1369094400
314,A3FNVF412991A6,6175005589,5,1364256000
315,A37KZTDCHTQMU0,711901871X,5,1373328000
316,A3TDS7PK6K3TY1,711901871X,5,1395100800
317,A3UX3UDVQ9OHLI,711901871X,5,1381363200
318,ABVND860D55AJ,7535842801,5,1375574400
319,A26TLFFBFPEOKJ,7535842801,4,1399507200
320,A2Q8QWVIZM213M,7535842801,3,1378252800
321,A3C5DYTUXUCL0S,7535842801,5,1305158400
322,A3DNSZT2HIB30J,7535842801,5,1378684800
323,AA0ACUPEPT1RN,7535842801,5,1356134400
324,A16UTJN8DODY6N,7535842801,1,1394841600
325,ACB9GSMY2GY0O,7535842801,5,1379721600
326,ANNS6DSY390Z2,7535842801,5,1370822400
327,A39SBRLJ1EQX1R,7535842801,5,1370044800
328,A3A2HRW0GR4EWU,7535842801,5,1395446400
329,A2H3NOCLLEPOKQ,7535842801,3,1277164800
330,A1JM3NL9GSQ17N,7535842801,5,1341273600
331,A2P0254ZZ42ZOJ,7535842801,5,1388620800
332,A2686J58T322ZS,7535842801,5,1396569600
333,A7DS7JE3D53XW,7535842801,5,1361836800
334,A267CAHUU3HOPQ,7535842801,5,1373068800
335,A30CAUEGZO0DO6,753865058X,4,1340755200
336,A249F9ZBJ3ZDIA,7539914718,1,1403136000
337,A9AZG7UY7VT89,7800558258,1,1400371200
338,A05492663T95KW63BR75K,7800558258,1,1387411200
339,A2LRQ8GV6PZMHX,7806397051,4,1405987200
340,A2B3FQVNDDT4PF,7806397051,3,1401062400
341,A1YJEY40YUW4SE,7806397051,1,1391040000
342,AS5RB0XRDQZCS,7806397051,5,1346544000
343,A6SS3B6BFQ5KX,7806397051,3,1404950400
344,A293VWKAL1RWBG,7806397051,5,1403395200
345,ABPIQZ23IBOJ,7806397051,4,1376697600
346,A2DQ8W8ON2QZD3,7806397051,5,1395446400
347,A18S7SDS6HJ4LA,7806397051,2,1400544000
348,A60XNB876KYML,7806397051,3,1397779200
349,A2U7D909NH8L0U,7806397051,2,1399852800
350,A3G6XNM240RMWA,7806397051,4,1378425600
351,A00205921JHJK5X9LNP42,7806397051,5,1395619200
352,A1SXKLV75ZL6DM,7806397051,1,1401926400
353,A3CI83124O6ZP1,7806397051,1,1399593600
354,AYM7E80UCJX7I,7806397051,5,1369785600
355,AIPOM0VDQ2SN3,7806397051,5,1372204800
356,A1QY7B8PEZDTDZ,7806397051,5,1399248000
357,A187IEMZIHO4UU,7806397051,2,1377216000
358,A4R3YZHWJSWHU,7806397051,3,1370908800
359,AO4WIKXQZJDQE,7806397051,2,1401926400
360,A1R3PGXKL7EZSJ,7806397051,5,1361836800
361,A1PQFP6SAJ6D80,7806397051,2,1386460800
362,A38FVHZTNQ271F,7806397051,3,1382140800
363,A11PBM6FRXUJ5Q,7806397051,1,1369699200
364,A1GX3Y7VXYG6TH,7806397051,1,1368921600
365,A3S0E0QE8XYMAK,7806397051,5,1384041600
366,A2FHYMW4OA53N1,7806397051,4,1404345600
367,AFY6ZIQXMLGR3,7806397051,2,1362614400
368,A3BTN14HIZET6Z,7806397051,5,1365984000
369,A2T0H00MMGU7LZ,7806397051,4,1360800000
370,A1Z59RFKN0M5QL,7806397051,1,1376611200
371,AWUO9P6PL1SY8,7806397051,2,1378252800
372,A6P7VX90EVIKI,7806397051,5,1395273600
373,A1CWY4G16721R2,7806397051,5,1363910400
374,A1X2OY7Y2J6LO1,7842953384,5,1401840000
375,A2KF5WHTOADF85,7842953384,2,1311897600
376,A1SNMU6VFTJKQI,7883527428,4,1386201600
377,A25K4CSIYN1OLB,7883633309,4,1369440000
378,A2EUU17DUVWII9,788522323X,5,1386374400
379,A2D0IC8KRJHG3F,7885223639,4,1367193600
380,A1S8PWBOOL44SM,7899120217,5,1366502400
381,A27M7DNCKQ6D5Y,7899123011,3,1368835200
382,A3MUOZ4MPR1EA6,7899123011,5,1354924800
383,AAYYLJOCG88F4,7899123011,2,1393632000
384,A37JSWUOEQC89O,7899123011,2,1385337600
385,A3GVNPYMG6ON95,7899123011,5,1383177600
386,AW4GGNNHDM937,7899123011,5,1383004800
387,AR9GA6ULUK1AC,7899123011,2,1362787200
388,A2JB80MHMU6O3I,7899123011,2,1404000000
389,A2NOM3LJVRKWTJ,7899123011,5,1344556800
390,A1L7J1U5Y2RECB,7899123011,4,1360886400
391,AN0CUE13AJLEW,7899123011,1,1371686400
392,A1PZ2ORQU247JZ,8072222120,5,1270857600
393,A1BXLQFDJII0ZE,8096398741,5,1351296000
394,AAIGQYAH5WNSU,8096398768,3,1353974400
395,A57JZDRIKHEMC,8096399322,5,1356825600
396,A22PDHKTMOUKKS,8096399322,5,1391558400
397,A33A728PP859Y5,8096399322,2,1286755200
398,A1JBLH8S6DLCL1,8096399322,1,1369872000
399,AK7O6VOOXQBYQ,8096399322,5,1391904000
400,A3I6P2NU6726XG,8096399322,5,1362355200
401,A25GW5G5GQVKB0,8096399322,5,1379808000
402,A1LL4WRN7OBRW8,8096399322,5,1381104000
403,AOJ5TYNLD4G68,8096399322,5,1394323200
404,A17U6P3YQISHYH,8096399322,5,1402963200
405,A4GKGUD4TIFL,8096399322,2,1364169600
406,A7O67Z6ZAYN8B,8096399322,3,1318204800
407,A2VHK6MXXTR6FD,8096399322,3,1311206400
408,AXG1D956QCMHI,8096399322,5,1403913600
409,ATWTNXM6WNV5N,8096399322,5,1397433600
410,A32O109KR1IFX7,8279995404,1,1304553600
411,A1BW4LQY9U32PC,8329000710,5,1400716800
412,A8FPPXG1OEZ77,8329000710,5,1404604800
413,A37E33Y5A3RFYG,8329000710,4,1402099200
414,A3KJ9MA7I7S4IC,832900094X,5,1369094400
415,A4ZAYGW831ZGI,8329001008,3,1393804800
416,A2AYT9K7UK7R68,8430539387,5,1344038400
417,A1OXSFS5ZDY7NP,8430539387,5,1360713600
418,A3AI3DJQ8NI1UX,8805002860,3,1362614400
419,A22P8CW9NVJ49H,8901110814,1,1396137600
420,A3SP22BU1008GV,8901110814,3,1394841600
421,AFQO7NSU6OSGH,8901110814,5,1402876800
422,AX43HESIL985S,8901110814,3,1401926400
423,APULYOSZS226A,8901110814,5,1395187200
424,A2X0OUA7W3HNZI,8901110814,1,1396915200
425,A2WE4LU82W1U1L,8901134322,2,1394668800
426,A1WSGOA6S3U9OC,8901134322,5,1351900800
427,A1UUX9VH9XXX0B,8934903716,4,1395619200
428,AHVY2JTMYHWYA,897677244X,3,1396051200
429,A2BXY2QG6XXZQR,8982641262,5,1385596800
430,A37860PZPUUY1V,8982641262,5,1394150400
431,AY3F1CVHTNVBU,8997092219,2,1368316800
432,A4J7EDWN32459,9029300388,5,1391126400
433,AZGGH4GS18RUN,9502737628,4,1392076800
434,A3HGJM50RTYPGQ,9509369934,5,1367798400
435,A1GYOSEAJ5EEK1,9510213861,5,1376524800
436,AGP8NQ1MCH0A,9511181564,5,1395187200
437,A12K9YFOYOXHAJ,9511181564,5,1369958400
438,A3NR9WJZCAKB40,9511181564,5,1364601600
439,A1ZOGA1A495OHV,9511181564,4,1392249600
440,A264BXIV14DIWA,9511181564,4,1401494400
441,A2YWHJXGR6R00D,9511181564,5,1398211200
442,A2ETF4N62SFLOJ,9511181564,4,1370822400
443,AQXX46012LVOT,9511181564,5,1402185600
444,A2WZYYQDFVZDZ7,9511181572,5,1388016000
445,A2C1VR841W5BHI,951311290X,5,1395878400
446,ATZVCICY66PXZ,9571044822,5,1405900800
447,AGR6NXP9R8D66,9571044822,5,1391385600
448,A18DY88WBTDFIF,9573086514,5,1397520000
449,A1AUDV6O35S9DS,9573215926,3,1370476800
450,A2RGINT43SUQ49,9575295714,2,1389657600
451,A3Q1XK4NGQJGHF,957696718X,1,1372896000
452,AASZF2ULVECTD,9601403787,5,1360972800
453,A1SGXQTDZ6BJNH,9601403787,5,1356048000
454,A12377XOL83LBK,9601403825,5,1398902400
455,A1V3QKA6RZE4Z9,9601403825,1,1350604800
456,A35QQ9Z0YSBPUR,9601420347,5,1282262400
457,A25IZEM9CGLBB,9601420347,5,1384300800
458,A22ZS7VGA34SM4,9602344954,5,1299456000
459,A3RZB4IQ17Y7VX,9602617918,5,1272931200
460,A2FSA9BJC7O7X7,9602617918,5,1337385600
461,A173D8H9C18PCI,9602617918,4,1358035200
462,A2SBLI6XGBI1GK,9605406446,5,1268524800
463,A7LEHTDY7Z1PD,9605406446,3,1298246400
464,A8WHCF3SY0L15,9623541902,1,1345939200
465,AXH81K09PSKLL,9628982370,4,1318204800
466,A2PZ830VJ2GZEZ,9628982370,1,1317340800
467,A1OVF6WMXX9CBS,9740200133,3,1392076800
468,A3E60CSK5WW8BQ,9740200133,3,1376611200
469,A319PGL9XMNT6A,9742126046,4,1369094400
470,A2JPOCC17QIOUI,9742189889,5,1403568000
471,A1DPSUISPJG4K6,9742189889,2,1405036800
472,APKFDTZU2MX0K,9742496811,5,1387324800
473,A1H549TTDWKPCK,9742496811,5,1357171200
474,AF7UW6L8OIKS7,9742496811,5,1390867200
475,A11J7PLZJ99M7O,9742496811,5,1370908800
476,AWQNOD7X9273P,9742496811,5,1362787200
477,A3RCCDL4Y1XZDJ,9742496811,5,1392336000
478,A10205RFE66H1R,974383785X,3,1375833600
479,A36NPWR62GGB90,9744287233,3,1401235200
480,AU5Z287G31579,9744434139,1,1352246400
481,A3QKZZ3Y3FM21N,9745340936,2,1393459200
482,A1JLP1MLTJZPJ7,9745343412,5,1356825600
483,A123AJQJYJY5Z5,974619187X,4,1398384000
484,A1J3YHEET4SV5G,974619187X,5,1398902400
485,A185Q4S3NFOUOZ,974619187X,5,1375315200
486,A2B4MXLEP42IQH,974619187X,5,1361923200
487,A189H8NPEQN58F,974619187X,5,1365897600
488,A1R2MKM2YT5ND0,974619187X,5,1389225600
489,A23UV2QRYP8PX4,974619187X,5,1397952000
490,A1N9AIQ75P3J5W,974619187X,5,1390608000
491,A18U3OPGXGQSMO,974619187X,5,1361836800
492,A147FGQTHCMO6R,974619187X,4,1396483200
493,AWM0V317JA4X5,974619187X,5,1365465600
494,A1B2BDWB519WIW,974619187X,5,1402185600
495,AVIFRWR2YKO73,9746427962,2,1348617600
496,A11V6R6WZ5ZQV2,9746427962,5,1380672000
497,A14IT4G4FZFEP6,9746427962,5,1348012800
